station_code,lat,lng,old_district,old_province,new_district,new_province,region,technician
C.LDO10433,11.489155,107.749348,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10435,11.503779,107.746302,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10437,11.492113,107.744484,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10438,11.491206,107.74644,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10442,11.515784,107.758597,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10446,11.49005,107.744896,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10447,11.477238,107.737944,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10452,12.20723,107.4623,Tuy Duc,Đắk Nông,Xã Tuy Đức,Tỉnh Lâm Đồng,Tây Nguyên,Đắk Nông
C.LDO10453,11.502087,107.48852,Da Teh,Lâm Đồng,Xã Đạ Tẻh,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10455,11.07486,108.13053,Ham Thuan Bac,Bình Thuận,Xã Hàm Thuận,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Quốc Phi
C.LDO10458,11.613384,107.838821,Bao Lam,Lâm Đồng,Xã Bảo Lâm 1,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10516,11.836654,108.293972,Lam Ha,Lâm Đồng,Xã Nam Hà Lâm Hà,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10519,11.565612,107.815055,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10520,11.932541,108.4418,Da Lat,Lâm Đồng,Phường Xuân Hương - Đà Lạt,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10521,11.780727,108.416361,Duc Trong,Lâm Đồng,Xã Hiệp Thạnh,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10522,11.77645,108.439911,Don Duong,Lâm Đồng,Xã Đơn Dương,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10524,11.779435,108.428508,Duc Trong,Lâm Đồng,Xã Hiệp Thạnh,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10526,11.543319,107.934091,Di Linh,Lâm Đồng,Xã Hoà Ninh,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10530,11.572189,107.850978,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10531,11.576539,107.838066,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10532,11.578529,107.8401,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10533,11.581165,107.842748,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10535,11.583571,107.848027,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10536,11.582963,107.844307,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10538,11.567307,107.81348,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10540,11.531198,107.834494,Bao Loc,Lâm Đồng,Phường B'Lao,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10541,11.50579,107.746917,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10542,11.50503,107.746432,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10577,11.506419,107.742462,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10580,11.483047,107.753021,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10582,11.544009,107.752258,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10583,11.48132,107.750854,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10584,11.48842,107.750694,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10585,11.466949,107.775009,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10598,11.513689,107.74846,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10617,11.507397,107.745342,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10634,10.93697,108.102531,Phan Thiet,Bình Thuận,Phường Phan Thiết,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Quốc Phi
C.LDO10658,10.844345,107.873949,Ham Thuan Nam,Bình Thuận,Xã Hàm Thuận Nam,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Quốc Phi
C.LDO10746,11.840835,108.594065,Don Duong,Lâm Đồng,Xã D'Ran,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.LDO10957,11.7489,108.4462,Don Duong,Lâm Đồng,Xã Đơn Dương,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.NTH00004,11.563978,109.008957,Phan Rang-Thap Cham,Ninh Thuận,Phường Đông Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00012,11.602336,108.989754,Phan Rang-Thap Cham,Ninh Thuận,Phường Bảo An,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00013,11.800678,108.7509,Ninh Son,Ninh Thuận,Xã Lâm Sơn,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00014,11.542829,108.957565,Ninh Phuoc,Ninh Thuận,Xã Ninh Phước,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00015,11.422045,108.893425,Thuan Nam,Ninh Thuận,Xã Thuận Nam,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00016,11.588218,108.966309,Phan Rang-Thap Cham,Ninh Thuận,Phường Bảo An,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00017,11.359478,108.877304,Thuan Nam,Ninh Thuận,Xã Cà Ná,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00018,11.563536,109.009338,Phan Rang-Thap Cham,Ninh Thuận,Phường Đông Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00021,11.674799,109.034958,Thuan Bac,Ninh Thuận,Xã Thuận Bắc,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00022,11.663422,108.86731,Ninh Son,Ninh Thuận,Xã Mỹ Sơn,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00023,11.782303,108.799591,Ninh Son,Ninh Thuận,Xã Ninh Sơn,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00027,11.838402,108.821182,Bac Ai,Ninh Thuận,Xã Bác Ái,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00028,11.553684,109.024117,Phan Rang-Thap Cham,Ninh Thuận,Phường Đông Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00029,11.6192,108.99427,Ninh Hai,Ninh Thuận,Xã Xuân Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00032,11.761102,109.074659,Thuan Bac,Ninh Thuận,Xã Thuận Bắc,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00035,11.575503,108.988602,Phan Rang-Thap Cham,Ninh Thuận,Phường Phan Rang,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00036,11.608304,108.93013,Ninh Son,Ninh Thuận,Phường Đô Vinh,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00038,11.605567,108.935043,Phan Rang-Thap Cham,Ninh Thuận,Phường Đô Vinh,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH00090,11.387812,108.888344,Thuan Nam,Ninh Thuận,Xã Thuận Nam,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH0072,108.945503,11.583514,Muong Te,Lai Châu,Xã Thu Lũm,Tỉnh Lai Châu,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH0076,108.975655,11.565986,Muong Te,Lai Châu,Xã Thu Lũm,Tỉnh Lai Châu,LDO-BTH,Nguyễn Thanh Tuấn
C.NTH0077,108.975685,11.566087,Muong Te,Lai Châu,Xã Thu Lũm,Tỉnh Lai Châu,LDO-BTH,Nguyễn Thanh Tuấn
AGI10298,105.424355,10.386393,Muong Te,Lai Châu,Xã Thu Lũm,Tỉnh Lai Châu,Mtay,Huỳnh Đặng Tứ Khá
C.PYE00002,13.46044,109.208549,Song Cau,Phú Yên,Phường Sông Cầu,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00003,13.101768,109.308815,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00012,13.146865,109.282425,Tuy Hoa,Phú Yên,Phường Bình Kiến,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00015,13.097609,109.292496,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00016,13.080785,109.290649,Phu Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00017,13.081896,109.298126,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00018,13.008715,109.325111,Dong Hoa,Phú Yên,Phường Đông Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00019,12.733801,107.90807,Cu Jut,Đắk Nông,Xã Đắk Wil,Tỉnh Lâm Đồng,Tây Nguyên,Đắk Nông
C.PYE00020,12.935625,109.360306,Dong Hoa,Phú Yên,Xã Hoà Xuân,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00021,13.202163,109.270325,Tuy An,Phú Yên,Xã Tuy An Nam,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00022,13.304165,109.217636,Tuy An,Phú Yên,Xã Tuy An Bắc,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00024,13.080866,109.041985,Son Hoa,Phú Yên,Xã Sơn Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00025,13.041968,108.969009,Son Hoa,Phú Yên,Xã Sơn Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00026,13.305283,109.165314,Tuy An,Phú Yên,Xã Tuy An Tây,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00027,13.082257,109.272835,Phu Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00028,13.064951,109.268738,Phu Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00029,12.975861,109.012253,Song Hinh,Phú Yên,Xã Đức Bình,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00030,12.999356,109.32271,Dong Hoa,Phú Yên,Phường Đông Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00031,13.068192,109.279816,Phu Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00033,12.994979,108.869987,Song Hinh,Phú Yên,Xã Sông Hinh,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00034,13.004518,109.131538,Phu Hoa,Phú Yên,Xã Phú Hoà 1,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00038,13.101821,109.308876,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00039,13.10133,109.309196,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00043,12.992738,109.331772,Dong Hoa,Phú Yên,Phường Đông Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00051,13.031029,109.29406,Dong Hoa,Phú Yên,Phường Phú Yên,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00052,12.997182,109.252739,Tay Hoa,Phú Yên,Xã Tây Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00055,12.985466,108.90493,Song Hinh,Phú Yên,Xã Sông Hinh,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00057,13.092222,108.921143,Son Hoa,Phú Yên,Xã Suối Trai,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00058,13.46201,109.04574,Dong Xuan,Phú Yên,Xã Xuân Lãnh,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00059,13.196659,109.056984,Son Hoa,Phú Yên,Xã Vân Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00060,12.995109,109.378639,Dong Hoa,Phú Yên,Phường Hoà Hiệp,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00062,12.99704,109.366577,Dong Hoa,Phú Yên,Phường Hoà Hiệp,Tỉnh Đắk Lắk,Tây Nguyên,Khánh Hòa
C.PYE00063,12.99562,108.925407,Song Hinh,Phú Yên,Xã Sông Hinh,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00064,12.962229,109.404434,Dong Hoa,Phú Yên,Phường Hoà Hiệp,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00065,13.364063,109.098778,Dong Xuan,Phú Yên,Xã Đồng Xuân,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00067,12.977512,109.072304,Tay Hoa,Phú Yên,Xã Sơn Thành,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00068,13.116588,108.795547,Son Hoa,Phú Yên,Xã Suối Trai,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00069,12.992946,109.268532,Tay Hoa,Phú Yên,Xã Tây Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00070,12.989978,109.374619,Dong Hoa,Phú Yên,Phường Hoà Hiệp,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00071,12.973519,109.224045,Tay Hoa,Phú Yên,Xã Hoà Thịnh,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00076,13.645174,109.182579,Song Cau,Phú Yên,Xã Xuân Lộc,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00081,12.976775,108.804413,Song Hinh,Phú Yên,Xã Ea Bá,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00087,12.733802,107.90807,Cu Jut,Đắk Nông,Xã Đắk Wil,Tỉnh Lâm Đồng,Tây Nguyên,Đắk Nông
C.PYE00088,13.162198,109.282021,Tuy Hoa,Phú Yên,Phường Bình Kiến,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00089,13.33575,109.082474,Dong Xuan,Phú Yên,Xã Xuân Phước,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00090,13.06666,109.288826,Phu Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00105,13.085671,108.954,Son Hoa,Phú Yên,Xã Sơn Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00109,13.10083,109.311,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00111,13.014621,109.353851,Dong Hoa,Phú Yên,Phường Hoà Hiệp,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00114,13.19665,108.9659,Son Hoa,Phú Yên,Xã Tây Sơn,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00115,13.12084,108.782,Son Hoa,Phú Yên,Xã Suối Trai,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.PYE00118,13.1835,109.2886,Tuy An,Phú Yên,Xã Tuy An Nam,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.QNG00001,15.11356,108.810173,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00005,15.116661,108.758156,Tu Nghia,Quảng Ngãi,Xã Nghĩa Giang,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00006,15.127738,108.834831,Quang Ngai,Quảng Ngãi,Xã An Phú,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00008,15.086087,108.780853,Nghia Hanh,Quảng Ngãi,Xã Nghĩa Giang,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00009,15.21537,108.914238,Binh Son,Quảng Ngãi,Xã Đông Sơn,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00014,15.128484,108.788132,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00015,15.128077,108.810677,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00016,15.085343,108.826584,Tu Nghia,Quảng Ngãi,Xã Tư Nghĩa,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00017,14.948828,108.890244,Mo Duc,Quảng Ngãi,Xã Mộ Đức,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00018,15.020028,108.834656,Nghia Hanh,Quảng Ngãi,Xã Đình Cương,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00019,15.142713,108.811745,Son Tinh,Quảng Ngãi,Phường Trương Quang Trọng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00020,15.11368,108.810097,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00021,14.767908,108.739067,Ba To,Quảng Ngãi,Xã Ba Tơ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00032,15.270925,108.774475,Binh Son,Quảng Ngãi,Xã Bình Sơn,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00041,15.115593,108.820229,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00043,15.126691,108.887039,Tu Nghia,Quảng Ngãi,Xã An Phú,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00044,15.015635,108.872398,Mo Duc,Quảng Ngãi,Xã Mỏ Cày,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00045,14.958982,108.925362,Mo Duc,Quảng Ngãi,Xã Mỏ Cày,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00046,15.254472,108.519722,Tra Bong,Quảng Ngãi,Xã Trà Bồng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00049,15.124034,108.745644,Tu Nghia,Quảng Ngãi,Xã Nghĩa Giang,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG00060,15.168669,108.797447,Son Tinh,Quảng Ngãi,Phường Trương Quang Trọng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00062,14.94405,108.852104,Mo Duc,Quảng Ngãi,Xã Mộ Đức,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00063,14.766071,108.734443,Ba To,Quảng Ngãi,Xã Ba Tơ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00076,15.151009,108.782822,Son Tinh,Quảng Ngãi,Phường Trương Quang Trọng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00079,15.105405,108.802994,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00084,15.045657,108.78719,Nghia Hanh,Quảng Ngãi,Xã Đình Cương,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00086,15.115678,108.822464,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00087,14.496723,107.922798,Dak Ha,Kon Tum,Xã Đăk Hà,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG00094,15.106049,108.811852,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00096,15.162237,108.781677,Son Tinh,Quảng Ngãi,Phường Trương Quang Trọng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG00105,15.035727,108.476318,Son Ha,Quảng Ngãi,Xã Sơn Hà,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG0088,15.117077,108.785864,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10002,14.349551,108.00179,Kon Tum,Kon Tum,Phường Kon Tum,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10003,14.464693,108.169688,Kon Ray,Kon Tum,Xã Kon Braih,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10004,14.603454,108.288585,Kon Plong,Kon Tum,Xã Măng Đen,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10007,14.349938,108.002778,Kon Tum,Kon Tum,Phường Kon Tum,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10008,14.362924,107.99995,Kon Tum,Kon Tum,Phường Đăk Cấm,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10009,14.311836,107.927928,Kon Tum,Kon Tum,Xã Ia Chim,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10010,15.074833,107.741203,Dak Glei,Kon Tum,Xã Đăk Pék,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.QNG10014,15.114785,108.80796,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10015,15.045643,108.471,Son Ha,Quảng Ngãi,Xã Sơn Hà,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10016,15.051213,108.84706,Tu Nghia,Quảng Ngãi,Xã Vệ Giang,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10017,15.086339,108.82554,Tu Nghia,Quảng Ngãi,Xã Tư Nghĩa,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10018,15.252752,108.781013,Binh Son,Quảng Ngãi,Xã Đông Sơn,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10019,15.156116,108.750489,Son Tinh,Quảng Ngãi,Xã Sơn Tịnh,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10020,15.148761,108.7974,Son Tinh,Quảng Ngãi,Phường Trương Quang Trọng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10021,15.122957,108.80149,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10022,15.294583,108.76188,Binh Son,Quảng Ngãi,Xã Bình Sơn,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10023,14.815668,108.95391,Duc Pho,Quảng Ngãi,Phường Đức Phổ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10024,15.049222,108.77713,Nghia Hanh,Quảng Ngãi,Xã Nghĩa Hành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10025,15.120446,108.78557,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10026,15.1129,108.7936,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10027,15.044575,108.8499,Tu Nghia,Quảng Ngãi,Xã Vệ Giang,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10028,15.09744,108.87581,Tu Nghia,Quảng Ngãi,Xã Tư Nghĩa,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10029,15.304179,108.754992,Binh Son,Quảng Ngãi,Xã Bình Sơn,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10030,15.132941,108.801188,Quang Ngai,Quảng Ngãi,Phường Nghĩa Lộ,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNG10031,15.01848,108.866125,Mo Duc,Quảng Ngãi,Xã Long Phụng,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
