station_code,lat,lng,old_district,old_province,new_district,new_province,region,technician
C.HNO0009,21.062571,105.913567,Long Bien,Hà Nội	,Phường Việt Hưng,Thành phố Hà Nội,,
C.QBI0010,17.448799,106.631927,Dong Hoi,Quảng Bình,Phường Đồng Hới,Tỉnh Quảng Trị,,
C.PTH0005,21.334101,105.353989,Viet Tri,Phú Thọ,Phường Nông Trang,Tỉnh Phú Thọ,,
C.HTI0002,18.3367,105.895203,Ha Tinh,Hà Tĩnh,Phường Thành Sen,Tỉnh Hà Tĩnh,,
C.HNO0035,21.019812,105.781761,Nam Tu Liem,Hà Nội	,Phường Cầu Giấy,Thành phố Hà Nội,,
C.HNO0061,20.991901,105.940018,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0062,20.992887,105.942024,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0063,20.992083,105.941528,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HPH0005,20.820971,106.689148,Le Chan,Hải Phòng,Phường An Biên,Thành phố Hải Phòng,,
C.HTI0003,18.48855,105.891556,Loc Ha,Hà Tĩnh,Xã Lộc Hà,Tỉnh Hà Tĩnh,,
C.NAN0006,18.77054,105.754311,Cua Lo,Nghệ An,Phường Cửa Lò,Tỉnh Nghệ An,,
C.NAN0007,18.706059,105.494881,Nam Dan,Nghệ An,Xã Vạn An,Tỉnh Nghệ An,,
C.NAN0008,19.316675,105.446007,Thai Hoa,Nghệ An,Phường Thái Hoà,Tỉnh Nghệ An,,
C.QNI0006,21.033751,106.752342,Uong Bi,Hải Phòng,Phường Uông Bí,Tỉnh Quảng Ninh,,
C.NAN0015,18.659811,105.673615,Vinh,Nghệ An,Phường Trường Vinh,Tỉnh Nghệ An,,
C.QNI0021,21.06636,106.56617,Dong Trieu,Hải Dương,Phường Mạo Khê,Tỉnh Quảng Ninh,,
C.PTH0006,21.33132,105.371552,Viet Tri,Phú Thọ,Phường Nông Trang,Tỉnh Phú Thọ,,
C.HCM0056,10.804283,106.790054,Quan 9,Ho Chi Minh,Phường Long Trường,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.HCM0032,10.802531,106.741127,Quan 2,Ho Chi Minh,Phường An Khánh,Thành phố Hồ Chí Minh,HCM,Phạm Gia Khiêm
C.HNO0089,20.98871,105.942436,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HTI0004,18.076391,106.288803,Ky Anh,Hà Tĩnh,Phường Sông Trí,Tỉnh Hà Tĩnh,,
C.HTI0001,18.4459,105.4478,Huong Son,Hà Tĩnh,Xã Kim Hoa,Tỉnh Hà Tĩnh,,
C.NAN0003,18.648899,105.662537,Hung Nguyen,Nghệ An,Phường Trường Vinh,Tỉnh Nghệ An,,
C.NAN0004,18.699089,105.676193,Vinh,Nghệ An,Phường Vinh Phú,Tỉnh Nghệ An,,
C.NAN0016,18.729849,105.659416,Vinh,Nghệ An,Phường Vinh Hưng,Tỉnh Nghệ An,,
C.NAN0017,18.66637,105.688911,Vinh,Nghệ An,Phường Trường Vinh,Tỉnh Nghệ An,,
C.BNI0001,21.180721,106.018898,Yen Phong,Bắc Ninh,Xã Tam Đa,Tỉnh Bắc Ninh,,
C.PTH0011,21.340651,105.364891,Viet Tri,Phú Thọ,Phường Nông Trang,Tỉnh Phú Thọ,,
C.LCH0007,22.397385,103.45887,Lai Chau,Lai Châu,Phường Đoàn Kết,Tỉnh Lai Châu,,
C.LCA0001,22.451092,103.998329,Lao Cai,Lào Cai,Phường Cam Đường,Tỉnh Lào Cai,,
C.QNI0023,20.984011,106.913193,Ha Long,Hải Phòng,Phường Tuần Châu,Tỉnh Quảng Ninh,,
C.QBI0002,17.244801,106.685791,Le Thuy,Quảng Bình,Xã Lệ Ninh,Tỉnh Quảng Trị,,
C.QBI0005,18.044567,105.842369,Tuyen Hoa,Hà Tĩnh,Xã Tuyên Sơn,Tỉnh Quảng Trị,,
C.QBI0006,17.640047,106.284286,Bo Trach,Quảng Bình,Xã Phong Nha,Tỉnh Quảng Trị,,
C.QBI0007,17.08568,106.569862,Le Thuy,Quảng Bình,Xã Kim Ngân,Tỉnh Quảng Trị,,
C.HNA0003,20.5214,105.944702,Thanh Liem,Hà Nam,Phường Liêm Tuyền,Tỉnh Ninh Bình,,
C.QBI0008,17.497231,106.509972,Bo Trach,Quảng Bình,Xã Nam Trạch,Tỉnh Quảng Trị,,
C.TQU0001,21.80121,105.204819,Tuyen Quang,Tuyên Quang,Phường An Tường,Tỉnh Tuyên Quang,,
C.TQU0002,21.8216,105.181702,Tuyen Quang,Tuyên Quang,Phường Minh Xuân,Tỉnh Tuyên Quang,,
C.NDI0002,20.273891,106.437256,Giao Thuy,Nam Định,Xã Giao Thuỷ,Tỉnh Ninh Bình,,
C.NDI0004,20.440651,106.152718,Nam Định,Nam Định,Phường Đông A,Tỉnh Ninh Bình,,
C.TBI0002,20.456249,106.312241,Thai Binh,Thái Bình,Phường Trần Hưng Đạo,Tỉnh Hưng Yên,,
C.TQU0004,21.818693,105.205666,Tuyen Quang,Tuyên Quang,Phường Minh Xuân,Tỉnh Tuyên Quang,,
C.HNA0007,20.543489,105.917519,Phu Ly,Hà Nam,Phường Phủ Lý,Tỉnh Ninh Bình,,
C.QBI0011,17.46627,106.62426,Dong Hoi,Quảng Bình,Phường Đồng Hới,Tỉnh Quảng Trị,,
C.TBI0003,20.4447,106.337097,Thai Binh,Thái Bình,Phường Trần Hưng Đạo,Tỉnh Hưng Yên,,
C.HPH0009,20.85507,106.735748,Hai An,Hải Phòng,Phường Đông Hải,Thành phố Hải Phòng,,
C.HPH0010,20.823053,106.687408,Le Chan,Hải Phòng,Phường An Biên,Thành phố Hải Phòng,,
C.TQU0005,21.81905,105.205383,Tuyen Quang,Tuyên Quang,Phường Minh Xuân,Tỉnh Tuyên Quang,,
C.NDI0006,20.4401,106.183693,Nam Định,Nam Định,Phường Nam Định,Tỉnh Ninh Bình,,
C.QBI0017,17.44627,106.632401,Dong Hoi,Quảng Bình,Phường Đồng Hới,Tỉnh Quảng Trị,,
C.TQU0007,21.700621,105.369293,Son Duong,Tuyên Quang,Xã Sơn Dương,Tỉnh Tuyên Quang,,
C.NBI0006,20.2526,105.962791,Ninh Bình,Ninh Bình,Phường Hoa Lư,Tỉnh Ninh Bình,,
C.NBI0001,20.231779,105.965729,Ninh Bình,Ninh Bình,Phường Hoa Lư,Tỉnh Ninh Bình,,
C.VPH0010,21.299301,105.582619,Vinh Yen,Vĩnh Phúc,Phường Vĩnh Yên,Tỉnh Phú Thọ,,
C.QBI0018,17.471359,106.621956,Dong Hoi,Quảng Bình,Phường Đồng Hới,Tỉnh Quảng Trị,,
C.QBI0019,17.472969,106.591148,Dong Hoi,Quảng Bình,Phường Đồng Thuận,Tỉnh Quảng Trị,,
C.TQU0008,21.7316,105.245155,Tuyen Quang,Tuyên Quang,Phường Bình Thuận,Tỉnh Tuyên Quang,,
C.HCM0004,10.804483,106.791283,Quan 9,Ho Chi Minh,Phường Long Trường,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.HPH0001,20.852131,106.725128,Hai An,Hải Phòng,Phường Đông Hải,Thành phố Hải Phòng,,
C.HPH0007,20.86586,106.691551,Ngo Quyen,Hải Phòng,Phường Ngô Quyền,Thành phố Hải Phòng,,
C.HPH0008,20.866911,106.663078,Hong Bang,Hải Phòng,Phường Hồng Bàng,Thành phố Hải Phòng,,
C.HNO0079,20.95261,105.751556,Ha Dong,Hà Nội	,Phường Yên Nghĩa,Thành phố Hà Nội,,
C.HNO0047,21.03562,105.761292,Nam Tu Liem,Hà Nội	,Phường Từ Liêm,Thành phố Hà Nội,,
C.HNO0024,21.0114,105.850021,Hai Ba Trung,Hà Nội	,Phường Hai Bà Trưng,Thành phố Hà Nội,,
C.HNO0025,21.03126,105.814598,Ba Dinh,Hà Nội	,Phường Ngọc Hà,Thành phố Hà Nội,,
C.HNO0031,21.050632,105.915955,Long Bien,Hà Nội	,Phường Phúc Lợi,Thành phố Hà Nội,,
C.HNO0036,21.04965,105.917686,Long Bien,Hà Nội	,Phường Phúc Lợi,Thành phố Hà Nội,,
C.HNO0037,21.049459,105.917809,Long Bien,Hà Nội	,Phường Phúc Lợi,Thành phố Hà Nội,,
C.HNO0038,20.997499,105.868103,Hai Ba Trung,Hà Nội	,Phường Vĩnh Tuy,Thành phố Hà Nội,,
C.HNO0112,21.066486,105.826286,Tay Ho,Hà Nội	,Phường Tây Hồ,Thành phố Hà Nội,,
C.HPH0006,20.862921,106.661491,Hong Bang,Hải Phòng,Phường Hồng Bàng,Thành phố Hải Phòng,,
C.HNO0083,21.009211,105.815071,Dong Da,Hà Nội	,Phường Đống Đa,Thành phố Hà Nội,,
C.BNI0006,21.17836,106.072144,Bac Ninh,Bắc Ninh,Phường Kinh Bắc,Tỉnh Bắc Ninh,,
C.BKA0004,22.147985,105.836998,Bac Kan,Bắc Kạn,Phường Đức Xuân,Tỉnh Thái Nguyên,,
C.TTH0005,16.463078,107.594147,Hue,Thừa Thiên Huế,Phường Thuận Hoá,Thành phố Huế,,
C.NTH0004,11.563978,109.008957,Phan Rang-Thap Cham,Ninh Thuận,Phường Đông Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.KHO0008,12.489096,109.132133,Ninh Hoa,Khánh Hòa,Phường Ninh Hoà,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.TNG0005,21.590572,105.826149,Thai Nguyen,Thái Nguyên,Phường Phan Đình Phùng,Tỉnh Thái Nguyên,,
C.QNI0005,21.5324,107.973099,Mong Cai,Quảng Ninh,Phường Móng Cái 1,Tỉnh Quảng Ninh,,
C.THO0006,19.809521,105.777489,Thanh Hoa,Thanh Hóa,Phường Hạc Thành,Tỉnh Thanh Hoá,,
C.HNO0015,20.98078,105.766632,Ha Dong,Hà Nội	,Phường Hà Đông,Thành phố Hà Nội,,
C.HNO0032,21.05052,105.91581,Long Bien,Hà Nội	,Phường Phúc Lợi,Thành phố Hà Nội,,
C.TNG0004,21.557217,105.8573,Thai Nguyen,Thái Nguyên,Phường Tích Lương,Tỉnh Thái Nguyên,,
C.LDO0002,11.543899,107.810974,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
B.LDO12539,,,Bao Loc,Lâm Đồng,Phường 1 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
B.LDO12767,,,Bao Loc,Lâm Đồng,Phường 3 Bảo Lộc,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
B.LDO13258,,,,,,Tỉnh Lâm Đồng,LDO-BTH,Nguyễn Hải Nguyên
C.HBI0005,20.825741,105.351257,Hoa Binh,Hòa Bình,Phường Hoà Bình,Tỉnh Phú Thọ,,
C.DLA0002,12.681744,108.043579,Buon Ma Thuot,Đắk Lắk,Phường Buôn Ma Thuột,Tỉnh Đắk Lắk,Tây Nguyên,Đắk Lắk
C.HNO0049,20.998369,105.721542,Hoai Duc,Hà Nội	,Xã An Khánh,Thành phố Hà Nội,,
C.QNI0003,21.005039,107.290428,Cam Pha,Quảng Ninh,Phường Cẩm Phả,Tỉnh Quảng Ninh,,
C.QNI0007,20.94763,107.024673,Ha Long,Quảng Ninh,Phường Bãi Cháy,Tỉnh Quảng Ninh,,
C.HNO0085,21.071739,105.785103,Bac Tu Liem,Hà Nội	,Phường Đông Ngạc,Thành phố Hà Nội,,
C.QNI0004,20.949909,107.084007,Ha Long,Quảng Ninh,Phường Hồng Gai,Tỉnh Quảng Ninh,,
C.QNI0008,20.951941,107.071999,Ha Long,Quảng Ninh,Phường Hồng Gai,Tỉnh Quảng Ninh,,
C.HNO0084,21.054665,105.889542,Long Bien,Hà Nội	,Phường Việt Hưng,Thành phố Hà Nội,,
C.QNG0001,15.11356,108.810173,Quang Ngai,Quảng Ngãi,Phường Cẩm Thành,Tỉnh Quảng Ngãi,Tây Nguyên,Quảng Ngãi
C.QNI0022,21.116199,106.465797,Dong Trieu,Hải Dương,Phường An Sinh,Tỉnh Quảng Ninh,,
C.KHO0004,12.232976,109.197044,Nha Trang,Khánh Hòa,Phường Nha Trang,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.KHO0005,12.24869,109.186546,Nha Trang,Khánh Hòa,Phường Tây Nha Trang,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.KHO0006,12.242659,109.193436,Nha Trang,Khánh Hòa,Phường Nha Trang,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.KHO0012,12.076197,109.192223,Cam Lam,Khánh Hòa,Xã Cam Lâm,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.HNO0080,21.033529,105.779701,Cau Giay,Hà Nội	,Phường Từ Liêm,Thành phố Hà Nội,,
C.HNO0022,20.93215,105.850433,Thanh Tri,Hà Nội	,Xã Thanh Trì,Thành phố Hà Nội,,
C.HNO0021,20.93281,105.851288,Thanh Tri,Hà Nội	,Xã Thanh Trì,Thành phố Hà Nội,,
C.KGI0001,10.003454,105.081345,Rach Gia,Kiên Giang,Phường Rạch Giá,Tỉnh An Giang,Mtay,Cao Văn Lộc
C.HCM0035,10.850494,106.765373,Thu Duc,Ho Chi Minh,Phường Thủ Đức,Thành phố Hồ Chí Minh,HCM,Nguyễn Xuân Hòa
C.CTH0009,10.02483,105.774628,Ninh Kieu,Cần Thơ,Phường Ninh Kiều,Thành phố Cần Thơ,Mtay,Nguyễn Quốc Cường
C.CTH0010,10.045059,105.779633,Ninh Kieu,Cần Thơ,Phường Ninh Kiều,Thành phố Cần Thơ,Mtay,Nguyễn Quốc Cường
C.LAN0003,10.534633,106.409874,Tan An,Long An,Phường Long An,Tỉnh Tây Ninh,KV không quản lý,Vũ Thế Nguyên
C.DNI0008,10.957812,106.843346,Bien Hoa,Đồng Nai,Phường Tam Hiệp,Thành phố Đồng Nai,DNI-BPH,Phạm Quý Bôn
C.HNO0125,21.004766,105.7388,Nam Tu Liem,Hà Nội	,Phường Tây Mỗ,Thành phố Hà Nội,,
C.HNO0056,21.008995,105.737572,Nam Tu Liem,Hà Nội	,Phường Tây Mỗ,Thành phố Hà Nội,,
C.PYE0003,13.101768,109.308815,Tuy Hoa,Phú Yên,Phường Tuy Hoà,Tỉnh Đắk Lắk,Tây Nguyên,Phú Yên
C.HCM0036,10.845638,106.778877,Quan 9,Ho Chi Minh,Phường Tăng Nhơn Phú,Thành phố Hồ Chí Minh,HCM,Bùi Thái Tuấn
C.HCM0005,10.846187,106.633636,Quan 12,Ho Chi Minh,Phường Đông Hưng Thuận,Thành phố Hồ Chí Minh,HCM,Nguyễn Đức Huy
C.HNO0100,20.98571,105.798866,Thanh Xuan,Hà Nội	,Phường Thanh Liệt,Thành phố Hà Nội,,
C.KGI0003,10.32896,103.860489,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.KGI0004,10.327129,103.864639,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.KGI0005,10.331391,103.858086,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.KGI0006,10.337646,103.890266,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.KGI0007,10.336011,103.856941,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.DNI0009,10.784361,106.950081,Long Thanh,Đồng Nai,Phường Long Thành,Thành phố Đồng Nai,DNI-BPH,Nguyễn Minh Thuận
C.STR0001,9.597681,105.970886,Soc Trang,Sóc Trăng,Phường Phú Lợi,Thành phố Cần Thơ,Mtay,Lưu Văn Tề
C.TGI0002,10.357895,106.36338,My Tho,Tiền Giang,Phường Mỹ Tho,Tỉnh Đồng Tháp,KV không quản lý,Nguyễn Hoàng Độ
C.HNO0082,21.003836,105.634666,Quoc Oai,Hà Nội	,Xã Tây Phương,Thành phố Hà Nội,,
C.HNO0069,20.9916,105.9412,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0072,20.991182,105.956558,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0159,21.014347,105.781616,Nam Tu Liem,Hà Nội	,Phường Từ Liêm,Thành phố Hà Nội,,
C.HNO0073,20.995234,105.94062,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0074,20.994137,105.942909,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0058,21.007984,105.742035,Nam Tu Liem,Hà Nội	,Phường Tây Mỗ,Thành phố Hà Nội,,
C.THO0004,19.436777,105.771706,Tinh Gia,Thanh Hóa,Phường Đào Duy Từ,Tỉnh Thanh Hoá,,
C.HNO0071,21.00255,105.943657,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.PTH0008,21.31266,105.395721,Viet Tri,Phú Thọ,Phường Thanh Miếu,Tỉnh Phú Thọ,,
C.HYE0001,20.67115,106.052719,Hung Yen,Hà Nội	,Phường Sơn Nam,Tỉnh Hưng Yên,,
C.HNO0041,21.002337,105.815155,Thanh Xuan,Hà Nội	,Phường Thanh Xuân,Thành phố Hà Nội,,
C.HNO0034,21.051445,105.78051,Bac Tu Liem,Hà Nội	,Phường Phú Diễn,Thành phố Hà Nội,,
C.HDU0009,21.13097,106.44194,Chi Linh,Hải Dương,Phường Trần Nhân Tông,Thành phố Hải Phòng,,
C.PTH0009,21.402267,105.214012,Phu Tho,Phú Thọ,Phường Phú Thọ,Tỉnh Phú Thọ,,
C.PTH0007,21.344681,105.360771,Viet Tri,Phú Thọ,Phường Vân Phú,Tỉnh Phú Thọ,,
C.LSO0006,21.848623,106.757927,Lang Son,Lạng Sơn,Phường Lương Văn Tri,Tỉnh Lạng Sơn,,
C.BLI0001,9.287257,105.722115,Bac Lieu,Bạc Liêu,Phường Bạc Liêu,Tỉnh Cà Mau,Mtay,Nguyễn Như Ý
C.HCM0041,10.743723,106.732834,Quan 7,Ho Chi Minh,Phường Tân Thuận,Thành phố Hồ Chí Minh,HCM,Trần Huy Hoàng
C.HNO0029,20.994547,105.959602,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0030,21.006189,105.753479,Nam Tu Liem,Hà Nội	,Phường Tây Mỗ,Thành phố Hà Nội,,
C.HNO0055,21.01158,105.785431,Nam Tu Liem,Hà Nội	,Phường Từ Liêm,Thành phố Hà Nội,,
C.BDU0004,10.908707,106.74173,Di An,Bình Dương,Phường Dĩ An,Thành phố Hồ Chí Minh,KV không quản lý,Bình Dương
C.CMA0002,9.189324,105.139336,Ca Mau,Cà Mau,Phường An Xuyên,Tỉnh Cà Mau,Mtay,Hứa Minh Trang
C.KGI0002,10.341577,103.854828,Phu Quoc,Kiên Giang,Đặc khu Phú Quốc,Tỉnh An Giang,Mtay,Hồng Phát
C.TVI0003,9.93589,106.336868,Tra Vinh,Trà Vinh,Phường Trà Vinh,Tỉnh Vĩnh Long,Mtay,Nguyễn Thành Nghĩa
C.DTH0001,10.456577,105.633759,Thi xa Cao Lanh,Đồng Tháp,Phường Cao Lãnh,Tỉnh Đồng Tháp,KV không quản lý,Nguyễn Hoàng Độ
C.DTH0002,10.291499,105.763855,Sa Dec,Đồng Tháp,Phường Sa Đéc,Tỉnh Đồng Tháp,KV không quản lý,Nguyễn Hoàng Độ
C.VLO0003,10.246242,105.977036,Vinh Long,Vĩnh Long,Phường Phước Hậu,Tỉnh Vĩnh Long,Mtay,Trường Giang
C.TNI0001,11.319825,106.100647,Tay Ninh,Tây Ninh,Phường Tân Ninh,Tỉnh Tây Ninh,KV không quản lý,Võ Kim Lân
C.HCM0034,10.829282,106.672585,Go Vap,Ho Chi Minh,Phường Gò Vấp,Thành phố Hồ Chí Minh,HCM,Nguyễn Đức Huy
C.HCM0059,10.759487,106.625771,Quan 6,Ho Chi Minh,Phường Phú Lâm,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.HCM0030,10.778729,106.701744,Quan 1,Ho Chi Minh,Phường Sài Gòn,Thành phố Hồ Chí Minh,HCM,Nguyễn Hữu Thiện
C.HCM0058,10.802536,106.655121,Tan Binh,Ho Chi Minh,Phường Tân Sơn,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.HCM0033,10.827084,106.68924,Go Vap,Ho Chi Minh,Phường Hạnh Thông,Thành phố Hồ Chí Minh,HCM,Nguyễn Đức Huy
C.HNO0090,20.99926,105.543388,Thach That,Hòa Bình,Xã Hoà Lạc,Thành phố Hà Nội,,
C.TBI0008,20.451317,106.33345,Thai Binh,Thái Bình,Phường Thái Bình,Tỉnh Hưng Yên,,
C.HUG0004,9.783597,105.469521,Vi Thanh,Hậu Giang,Phường Vị Tân,Thành phố Cần Thơ,Mtay,Huỳnh Minh Triều
C.KTU0003,14.348725,108.000664,Kon Tum,Kon Tum,Phường Kon Tum,Tỉnh Quảng Ngãi,Tây Nguyên,Kom Tum
C.VTU0010,10.350928,107.099815,Vung Tau,Bà Rịa–Vũng Tàu,Phường Tam Thắng,Thành phố Hồ Chí Minh,HCM,Thái Minh Hải
C.HDU0003,20.944799,106.312798,Hai Duong,Hải Dương,Phường Thành Đông,Thành phố Hải Phòng,,
C.HNO0077,20.989401,105.948502,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HNO0070,20.9946,105.941902,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.HCM0031,10.794848,106.722038,Binh Thanh,Ho Chi Minh,Phường Thạnh Mỹ Tây,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.CBA0005,22.665245,106.25779,Cao Bang,Cao Bằng,Phường Thục Phán,Tỉnh Cao Bằng,,
C.SLA0002,21.323429,103.91716,Son La,Sơn La,Phường Tô Hiệu,Tỉnh Sơn La,,
C.NBI0009,20.271349,105.977585,Ninh Bình,Ninh Bình,Phường Hoa Lư,Tỉnh Ninh Bình,,
C.YBI0004,21.70816,104.881973,Yen Bai,Yên Bái,Phường Yên Bái,Tỉnh Lào Cai,,
C.HNO0052,21.04549,105.917641,Long Bien,Hà Nội	,Phường Phúc Lợi,Thành phố Hà Nội,,
C.QNI0014,20.95887,107.008034,Ha Long,Quảng Ninh,Phường Bãi Cháy,Tỉnh Quảng Ninh,,
C.QNI0015,20.952654,107.023949,Ha Long,Quảng Ninh,Phường Bãi Cháy,Tỉnh Quảng Ninh,,
C.BGI0004,21.27408,106.2034,Bac Giang,Bắc Giang,Phường Bắc Giang,Tỉnh Bắc Ninh,,
C.HNO0001,21.198261,105.819664,Soc Son,Vĩnh Phúc,Xã Nội Bài,Thành phố Hà Nội,,
C.TTH0010,16.246607,108.075554,Phu Loc,Thừa Thiên Huế,Xã Chân Mây - Lăng Cô,Thành phố Huế,,
C.BGI0005,21.26523,106.209229,Bac Giang,Bắc Giang,Phường Tân Tiến,Tỉnh Bắc Ninh,,
C.NDI0008,20.437719,106.15152,Nam Định,Nam Định,Phường Đông A,Tỉnh Ninh Bình,,
C.TTH0009,16.460058,107.599068,Hue,Thừa Thiên Huế,Phường Thuận Hoá,Thành phố Huế,,
C.HCM0048,10.793915,106.720329,Binh Thanh,Ho Chi Minh,Phường Thạnh Mỹ Tây,Thành phố Hồ Chí Minh,HCM,Nguyễn Hữu Thiện
C.HCM0022,10.786341,106.709595,Quan 1,Ho Chi Minh,Phường Sài Gòn,Thành phố Hồ Chí Minh,HCM,Lư Diệu Thuận
C.AGI0002,10.383393,105.436852,Long Xuyen,An Giang,Phường Long Xuyên,Tỉnh An Giang,Mtay,Huỳnh Đặng Tứ Khá
C.TGI0005,10.357288,106.361549,My Tho,Tiền Giang,Phường Đạo Thạnh,Tỉnh Đồng Tháp,KV không quản lý,Nguyễn Hoàng Độ
C.KHO0017,12.26399,109.192024,Nha Trang,Khánh Hòa,Phường Tây Nha Trang,Tỉnh Khánh Hoà,Tây Nguyên,Khánh Hòa
C.NTH0007,11.575199,109.02401,Phan Rang-Thap Cham,Ninh Thuận,Phường Đông Hải,Tỉnh Khánh Hoà,LDO-BTH,Nguyễn Thanh Tuấn
C.HNO0076,20.995399,105.943703,Gia Lam,Hà Nội	,Xã Gia Lâm,Thành phố Hà Nội,,
C.NAN0020,18.66721,105.673553,Vinh,Nghệ An,Phường Thành Vinh,Tỉnh Nghệ An,,
C.LCA0007,22.470655,103.983269,Lao Cai,Lào Cai,Phường Cam Đường,Tỉnh Lào Cai,,
C.THO0001,19.894323,105.401024,Tho Xuan,Thanh Hóa,Xã Lam Sơn,Tỉnh Thanh Hoá,,
C.HNO0086,20.99637,105.867203,Hai Ba Trung,Hà Nội	,Phường Vĩnh Tuy,Thành phố Hà Nội,,
C.BDU0014,10.974251,106.678024,Thu Dau Mot,Bình Dương,Phường Phú Lợi,Thành phố Hồ Chí Minh,KV không quản lý,Bình Dương
C.BNI0011,21.10318,105.962135,Tu Son,Hà Nội	,Phường Từ Sơn,Tỉnh Bắc Ninh,,
C.QNI0018,20.942301,107.111343,Ha Long,Quảng Ninh,Phường Hạ Long,Tỉnh Quảng Ninh,,
C.TGI0006,10.358922,106.341957,My Tho,Tiền Giang,Phường Đạo Thạnh,Tỉnh Đồng Tháp,KV không quản lý,Nguyễn Hoàng Độ
C.BDU0012,10.984518,106.667641,Thu Dau Mot,Bình Dương,Phường Phú Lợi,Thành phố Hồ Chí Minh,KV không quản lý,Bình Dương
C.BNI0010,21.173265,106.064651,Bac Ninh,Bắc Ninh,Phường Võ Cường,Tỉnh Bắc Ninh,,
C.HNO0167,21.00581,105.830666,Dong Da,Hà Nội	,Phường Kim Liên,Thành phố Hà Nội,,
C.BDU0013,11.000184,106.669411,Thu Dau Mot,Bình Dương,Phường Phú Lợi,Thành phố Hồ Chí Minh,KV không quản lý,Bình Dương
C.CTH0013,10.014257,105.78344,Cai Rang,Cần Thơ,Phường Hưng Phú,Thành phố Cần Thơ,Mtay,Nguyễn Quốc Cường
C.HNO0142,20.972742,105.839233,Hoang Mai,Hà Nội	,Phường Định Công,Thành phố Hà Nội,,
C.BDI0006,13.754282,109.207794,Quy Nhon,Bình Định,Phường Quy Nhơn Nam,Tỉnh Gia Lai,Tây Nguyên,Bình Định
C.HNO0141,20.972731,105.838486,Hoang Mai,Hà Nội	,Phường Định Công,Thành phố Hà Nội,,
C.BNI0012,21.154757,106.144707,Que Vo,Bắc Ninh,Phường Phương Liễu,Tỉnh Bắc Ninh,,
C.HNO0180,20.93132,105.790199,Thanh Oai,Hà Nội	,Xã Bình Minh,Thành phố Hà Nội,,
C.HNO0181,20.933769,105.791992,Thanh Oai,Hà Nội	,Xã Bình Minh,Thành phố Hà Nội,,
C.HNO0184,20.938202,105.786629,Thanh Oai,Hà Nội	,Xã Bình Minh,Thành phố Hà Nội,,
C.HNO0028,21.006477,105.831802,Dong Da,Hà Nội	,Phường Kim Liên,Thành phố Hà Nội,,
C.NBI0008,20.24202,106.003929,Ninh Bình,Ninh Bình,Phường Đông Hoa Lư,Tỉnh Ninh Bình,,
C.THO0010,19.80542,105.802162,Thanh Hoa,Thanh Hóa,Phường Hạc Thành,Tỉnh Thanh Hoá,,
C.HCM0026,10.792755,106.72274,Binh Thanh,Ho Chi Minh,Phường Thạnh Mỹ Tây,Thành phố Hồ Chí Minh,HCM,Nguyễn Hữu Thiện
